review,rating
"My cat likes the ""chikapee chip"" toy, but it's appeared to be too loud for the owner. :) Nothing like a pleasant chirping of a real bird. Alarming high-pitched sound. I could not tolerate it for more than a minute. I don't think it should be so loud. Cats have no problems with hearing, so the sound could be way more gentle and subtle. I would not recommend this to those who are sensitive to the noise. The idea itself is good and the toy is cute, but I think some adjustments are needed.",2
My dog loves them and got them without any problems.,5
"I wasn't too sure about this product at first, but I foster a lot of cats and kittens and stomach issues always arise. I mainly use it when I hear that tell tale sign that all cat parents are familiar with when a cat is about to throw up. I run to get this stuff and squirt it in their mouth before they throw up and...and...they DON'T throw up! Seems to work. I don't use it as a dropper though, I take a 1ml syringe and I squirt about .3ml into the syringe and then administer it. I was still skeptical, because I noticed that when I do the same thing with olive oil, they don't throw up either.

What made me give this 5 stars is how it worked on 2 cats on the same day. Both didn't eat their lunch and clearly weren't feeling well. One was having diarrhea cause of changing food (I was cat sitting her and the owners didn't bring be her regular food), the other had a stressful day (feral kitten who I had allowed out to play with stranger cats). I gave both of them .3ml of this stuff and within 30 minutes they both ate their lunch. Worth having around.",5
"These are OK and my pup uses them--sometimes. They are a plus because my pup rips up the disposable ones and plays with them, shred by shred.",3
Durable but soft enough not to hurt their teeth.  Works great with the Chuckit! flinger apparatus.,5
"This is great for my Python 15 gallon aquarium .........I'll prob get like 5 fills at 2""",4
My ferrets LOVE it!,5
"I use this on both our dogs every two weeks when I bath them,  and neither dog has had ear problems since.",5
"My elderly dog LOVES her Serta bed so much that we bought a second one. I wish that it were a darker color overall to hide stains, but otherwise I think that this is a great ortho dog bed!",5
Great for when connecting ha stats together.,5
chickens love it,5
My cat likes it I use it for both sides they should make bigger then that,4
"My 2-year old Golden is a monster chewer and he loves to play with this rope, either nibbling/shredding it on his own, or playing tug with a person.  These ropes are surprisingly long-lasting, but if you've got a power player like me, be prepared for lots of loose bits of thread/rope lying around. My Golden will drag this rope out of his toy tub, drag it around the house, and even lay it down on someone's lap, demanding playtime.  These ropes must be pretty popular with other owners because sometimes I have a hard time finding them in stores or online.",5
"Use as needed. You will need two people to get this into cats ear. Wear protective gear, eyeglasses and face mask. Be sure cats claws are trimmed.",5
My Pups favorite treat ,5
I needed something as my dogs are always running in the woods and fields in TN. They pick up ticks and everything else in their ears. It has helped with their itching and with cleaning their ears.,5
Good product and good price.,5
"We use this for our cats at work and they seem to love it. Empty bowls every day! The price is right online and much
less expensive that the pet store we were buying it from originally. Came in 2 days right to the office...couldn't ask
for anything better than that.",5
