name_title,description
Serta® Monaco Futon Frame and Hubbard Mattress,"The distinct curves and sleek styling of this futon perfectly complements contemporary decor while its conforming mattress solves all of your lounging and sleeping needs. metal frame base and arms screw, bolt and stretcher bar joinery hinged spring system frame features couch, bed and reclining positions queen-size mattress has layers of premium cotton, polyester and upholstery foam Upholstery is 55% cotton/45% polyester. Spot clean with a clean, damp cloth or have professionally cleaned. Assembly required. Frame is imported; mattress made in America. Frame: 86Wx42Dx34""H Full mattress: 75Wx54Dx8""H Queen mattress: 80Wx60Dx8""H"
GE® Artistry™ ENERGY STAR® Dishwasher with Top Controls,"true Top of the line performance is ready for anything your family needs, with this GE® Artistry™ series dishwasher featuring a modern design and flush appearance that complements your kitchen and blends in with your cabinetry. ENERGY STAR® qualified 54 dBA with status light on door chrome accent control panel with 2/4/8-hour Delay Start  4-pass wash and dry element evenly heats water for washing and air for drying two-pump system provides excellent wash performance with reduced sound Piranha™ hard food disposer with removable filter Steam PreWash loosens tough soils before any cycle SpaceMaker® silverware basket can be placed on the rack or onto the door auto sensing cycle adjusts to soil level to maximize energy savings and ensure clean dishes sanitize option (NSF residential) reduces 99.999% of bacteria found on dishes adjustable heights makes installation over built-up floors simple "
"Cathy's Concepts Personalized ""Will You Be My Matron of Honor?"" XL Wine Glass","Ask your close friend or family member to be your matron of honor the most unique and personalized way with this beautiful, extra-large wine glass. spacious 25-oz. glass holds an entire bottle of wine engraved with ""Will You Be My Matron of Honor?"" free personalization for a customizable gift oversized bowl top 4.25x4.25x9""H hand-blown glass hand wash imported Engraving Options: May be engraved with a name (max. 12 characters) and a date (max. 8 characters) at no additional cost.Note: Minor bubbles and swirls are inherent to hand-blown glass. Variations may occur on styles due to their hand-crafted nature."
JCPenney Home™ Porcelain Whiteware Egg Plate,"For up to two dozen deviled eggs, or repurposed as a treat tray, this white porcelain egg plate features a timeless look you can use for the holidays for years to come.   24 distinct indentions keep food from slipping off the tray goes great with other JCPenney Home Whiteware pieces perfect for special occasions or everyday use oven, microwave and freezer safe Porcelain. Measures 14¼"". Dishwasher safe. Imported. "
Liz Claiborne® Belaire Valance,"Bring a look of lavish luxury into your bedroom with our Liz Claiborne Belaire valance. With a plush jacquard pattern, this lush valance is a lovely addition to any bedroom. textured jacquard pattern rod-pocket styling ½"" piping lined for an enhanced weight and feel Measures 54x17""L. Sold individually. Curtain panels sold separately. 3"" rod pocket. Top and back are polyester; bottom is cotton/polyester. Washable. Imported. "
My Baby Sam Chevron Baby Valance - Pink,"Add a pop of color to your nursery with a chevron curtain valance.  54x15""L cotton machine wash, lay flat to dry imported"
Qupid Ankle Strap Platform Sandals,"The thick ankle strap of our platform sandals gives them a unique, modern look. synthetic upper 5"" heel lace-up ankle strap open toe thermoplastic rubber sole"
Oriental Weavers™ Luxe Hold Rectangular Rug Pads,"Reversible rug pad can be used on any type of floor or carpeting to prevent slipping and sliding.   ideal for laminate, marble, ceramic, tile and wood floors as well as uneven surfaces reversible for twice the wear and tear latex rubber backing Synthetic needlepunch fibers. Rinse off with water. Made in America."
White Sapphire 2-Tone Cross Pendant Necklace,"A unique and beautiful interpretation of your religious belief, this two-tone cross pendant showcases white sapphires in a dazzling arrangement.   Metal: Rhodium-plated 14K yellow gold over sterling silver and rhodium-plated sterling silver Stones: Lab-created white sapphires, 4x4mm, 1.5mm Closure: Spring-ring Length: 18"" rope chain Gemstones may be treated and may require special care. Jewelry photos are enlarged to show detail.  "
Blue Spice High-Waist Skinny Jeans,"Decorative stitching and a three-button high waist will have you calling all the shots in our cool but classic skinny jeans. 5-pocket styling 31"" inseam cotton/polyester/spandex washable imported"
tarte Frame Worker Double-Ended Bamboo Brow Powder Brush,"What it is:A multi-functioning, double-ended tool for applying brow and hair powder. What it does:This dual-purpose brush is an essential for creating flawless brows. Ideal for use with tarte’s Amazonian clay volumizing brow and hair powder, it releases pigment with precision to fill in sparse areas on the brow and scalp. It is eco-friendly, featuring sustainably harvested bamboo and soft, synthetic bristles.Suggested Usage:-For best results, use with Amazonian Clay Volumizing Brow and Hair Powder.-Simply trace the angled, precision end along your natural arch to create defined and beautiful brows. -Use the denser side of the double-ended brush to fill in more sparse areas on the brow and scalp to create a voluminous, weightless finish."
Spring Step Josie Embroidered Slippers,These open back slippers feature an embroidered design and a cushioned insole for style and comfort. construction textile upper rubber sole details 1” heel slip-on entry soft lining and cushioned insole rubber sole for great traction on tile and wood floors embroidery detailing on vamp
Arizona Plaid Cargo Shorts - Preschool Boys 4-7,"Our durable cotton cargo shorts will have your little guy feeling comfortable and looking sharp, featuring plenty of pockets and an adjustable waist for the perfect fit. adjustable elastic waistband 2 front and back pockets 2 side cargo pockets relaxed fit 100% cotton washable imported"
Black Label by Evan-Picone Sleeveless Stripe Fit and Flare Dress,"The sleek silhouette of our swing dress provides a flattering fit that works in a formal or casual setting.  v-neck sleeveless back zipper fully lined 40¾"" length from shoulder cotton/spandex dry clean only imported"
Arizona Flight Pants,"Jet set your way to an awesome look in our twill drawstring flight pants with zipper pockets and ribbed elastic cuffs. 2 front slant, 2 side flap and 2 back pockets 27"" inseam polyester washable imported  "
adidas® Estro Jersey Shirt,"Great for a workout or for casual styling, this adidas shirt brings you a ton of versatility. short sleeves crewneck polyester washable imported"
Serta® iComfort® Hybrid Recognition Extra Firm - Mattress + Box Spring,"Sleep well every night in this luxuriously extra-firm mattress that is made to keep your body temperature and alignment supported.•    quilt layer: FireBlocker Fiber, Pillo-Fill®, ½"" Serta PillowSoft® Foam, ½"" Serta Support Foam•    comfort layers: 1"" EverFeel® Triple Effects™ Gel Memory Foam, 2"" support foam•    support system: 1008 Duet® Elite individually wrapped coils with Best Edge® Foam Encasement•    strengthens mattress edges reducing ""roll-off""•    helps create a firmer feel for preferred comfort•    provides added support to help body alignment•    ensures an allover stable sleeping surface•    twin xl: 79.5x38x12""H; 631 coil count•    full: 74.5x53x12""H; 840 coil count•    queen: 79.5x60x12""H; 1008 coil count•    split queen: 79.5x60x12""H; 1008 coil count•    king: 79.5x76x12""H; 1218 coil count•    cal. king: 83.5x72x12""H; 1232 coil count•    split cal. king: 83.5x36x12""H; 1232 coil count•    made in AmericaIncludes mattress only. Mattress plus box spring also available.You can purchase this mattress without a box spring, but your best value is to buy the set together. The matching box spring is specially designed to provide support, absorb shock and reduce wear to the mattress. You'll sleep more comfortably, and your new mattress will last longer.  "
Nike® Legend Tight Zig Dot Pants,"The tight fit of our Nike Capri-length pants gives you a more comfortable and flattering fit and feel for workouts and relaxation. capri-length tight fit Dri-FIT 19"" inseam cotton/polyester/spandex washable imported"
1/2 CT. T.W. Diamond 10K White Gold Stud Earrings,"Classic and timeless, these stud earrings bring additional 3-dimensional sparkle and shine to your look with a row of smaller diamonds set under the center stone.  Radiant ½ ct. t.w. diamonds  are set in 10K white gold.   Metal: 10K white goldStones: ½ ct. t.w. round diamonds, including .12 ct. center stone and  .13 ct. t.w. surrounding stones on each earringColor: J-KClarity: I3Setting: Prong and channelBack: Friction Diamond total weights may vary between .01 and .08 carat.Jewelry photos are enlarged to show detail."
Madison Park Lavinia 6-pc. Quilted Coverlet Set,"A classic paisley print in contrasting brown and blue gives this coverlet set a timeless look that's accented with coordinating print accessories for a rich, full new look. chocolate brown with baby blue and ivory colored paisley brown border on coverlet and shams decorative pillows feature embroidery, tucking and pleating details 6-piece sets include: coverlet 2 shams 3 decorative pillows Full/Queen sets include standard shams. King/Cal. King sets include king shams. Polyester coverlet with cotton, polyester, rayon and olefin fill; polyester decorative pillows with polyester fill; polyester shams. Washable; spot clean pillows. Imported. Full/Queen: coverlet is 90x90""; shams are 26x20""; decorative pillows are 18x18"", 16x16"" and 18x12"" King/Cal. King: coverlet is 104x94""; shams are 36x20""; decorative pillows are 18x18"", 16x16"" and 18x12"" For best results, launder in a large-capacity front-loading washer and dryer. If the coverlet doesn't have free movement in the washer and dryer, a large-capacity commercial washer and dryer are recommended."
